Reference ID,Hymn Number,Title (Myanmar),Title (English),Composer,Category,Scriptures,PDF,PPTX,Verse Count,Lyrics
408,394,"အထက် ယေရုရှလင်မြို့ကျူး","Jerusalem my happy home","N/A","ကောင်းကင်ရွှေပြည်","ဗျာ၊ ၃း၁၂","files/hymn-408.pdf","files/hymn-408.pptx",5,"[Verse 1]"
409,395,"ရွှေမျက်နှာတော်ဖူးမြင်ကျူး","Face to face","Grant Colfax Tullar (1869-1950)","ကောင်းကင်ရွှေပြည်","ကောင်းကင်ရွှေပြည်","files/hymn-409.pdf","files/hymn-409.pptx",4,"[Verse 1]"
410,396,"ခရစ်ယာန်ရောက်ရာကျူး","In the Christian’s home in glory","W. Mc. Donalds","ဆုဦးရစ်သရဖူ","N/A","files/hymn-410.pdf","files/hymn-410.pptx",6,"[Verse 1]"
411,397,"ပြုခဲ့သမျှကိုသာ မှတ်မိကြလိမ့်မည်","Only remembered","Ira D. Sankey (1840-1908)","ဆုဦးရစ်သရဖူ","N/A","files/hymn-411.pdf","files/hymn-411.pptx",5,"[Verse 1]"
412,398,"လွန်ခဲ့သော နှစ်ကို စဉ်းစားကျူး","While with ceaseless course the sun","N/A","ဆုဦးရစ်သရဖူ","N/A","files/hymn-412.pdf","files/hymn-412.pptx",3,"[Verse 1]"
413,399,"စောင့်ထိန်းတော်မူလိမ့်မည်ကျူး","God will take care of you","W. Stilman Martin","ကရုဏာတော်ရှင်","ဟေရှာ၊ ၄၉း၁၅","files/hymn-413.pdf","files/hymn-413.pptx",5,"[Verse 1]"
414,400,"အံ့ဖွယ်ယေရှု၏ ချစ်ခြင်းကျူး","The wondrous love of Jesus","N/A","ဒုတိယကြွလာခြင်း","N/A","files/hymn-414.pdf","files/hymn-414.pptx",4,"[Verse 1]"
415,401,"စားသောက်ချိန်ကျူး","Meal time prayer","N/A","စားသောက်ချိန်ကျူး","N/A","files/hymn-415.pdf","files/hymn-415.pptx",0,
416,402,"အိမ်ထောင် ကောင်းချီးမင်္ဂလာ","N/A","Henry Smart (1813-1879)","အိမ်ထောင်ကောင်းချီးမင်္ဂလာ","N/A","files/hymn-416.pdf","files/hymn-416.pptx",3,"[Verse 1]"
417,403,"ဝိညာဉ်ဘုရား ခွန်အားသစ် ပေးတော်မူပါ","He lives","Alfred H. Ackley (1887- )","မျှော်လင့်တောင့်တခြင်း","N/A","files/hymn-417.pdf","files/hymn-417.pptx",3,"[Verse 1]"
418,403,"ခရစ်တော်ရှင်သန်စိုးစံ","He lives","Alfred H. Ackley (1887- )","မျှော်လင့်တောင့်တခြင်း","မျှော်လင့်တောင့်တခြင်း","files/hymn-418.pdf","files/hymn-418.pptx",4,"[Verse 1]"
419,404,"လောကနယ်မှာကျူး","Be Thou My vision","David Evans (1874-1948)","ထမြောက်တော်မူခြင်း","N/A","files/hymn-419.pdf","files/hymn-419.pptx",4,"[Verse 1]"
420,405,"နေဝင်နောက်ကွယ် ထွန်းတောက်ဝယ်","Beyond the sunset","N/A","ခေါ်ဖိတ်တော်မူခြင်း","N/A","files/hymn-420.pdf","files/hymn-420.pptx",4,"[Verse 1]"
421,406,"ဘယ်မျှကြီးမြတ်တော်မူသည်ကျူး","How great Thou art","Stuart K. Hme","ဂုဏ်တော်ချီးမွမ်း","N/A","files/hymn-421.pdf","files/hymn-421.pptx",5,"[Verse 1]"
422,407,"အံ့ဩဖွယ်ကျေးဇူးတော်","Amazing Grace","N/A","ကျေးဇူးမေတ္တာထားခြင်း","N/A","files/hymn-422.pdf","files/hymn-422.pptx",4,"[Verse 1]"
423,408,"တမန်တော်များ ကဲ့သို့ဆက်ကပ်မည်","Will your Anchor hold","William J. Kirkpatrick","ဆက်ကပ်အပ်နှံခြင်း","N/A","files/hymn-423.pdf","files/hymn-423.pptx",4,"[Verse 1]"
424,409,"စေလွှတ်မူပါဘုရား","Send me, O Lord send me","N/A","ဆက်ကပ်အပ်နှံခြင်း","N/A","files/hymn-424.pdf","files/hymn-424.pptx",3,"[Verse 1]"
425,410,"မေတ္တာဆုကျေးဇူး","Sweet Peace the gift of God’s love","Peter P. Bilhorn (1865-1936)","ကျေးဇူးမေတ္တာထားခြင်း","N/A","files/hymn-425.pdf","files/hymn-425.pptx",4,"[Verse 1]"
426,411,"မေတ္တာအိမ်ထောင်","N/A","N/A","အိမ်ထောင်ကောင်းချီးမင်္ဂလာ","N/A","files/hymn-426.pdf","files/hymn-426.pptx",2,"[Verse 1]"
427,412,"ကျွန်ုပ်တို့ အိမ်များကို ညီညွတ်စေပါဘုရား","N/A","N/A","အိမ်ထောင်ကောင်းချီးမင်္ဂလာ","N/A","files/hymn-427.pdf","files/hymn-427.pptx",2,"[Verse 1]"
428,413,"ကျေးဇူးကြီးလှ၊ အိုအဖ","N/A","N/A","အိမ်ထောင်ကောင်းချီးမင်္ဂလာ","N/A","files/hymn-428.pdf","files/hymn-428.pptx",4,"[Verse 1]"
429,414,"နိုးကြားလျက် တည်ဆောက်ကြ","N/A","Saya U Chit Nyi","အသင်းတော်","N/A","files/hymn-429.pdf","files/hymn-429.pptx",4,"[Verse 1]"
